Model,Engine Size (cm3),Horse Power (HP),Year,Location,Kilometers,Fuel Type,Price (EUR),URL
BMW Seria 3 318d Touring Aut. M Sport,1995,150,2020,Bucuresti,197598,Diesel,18999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-m-sport-ID7HzsBm.html
BMW Seria 3 318d Aut. M Sport,1995,150,2018,Bucuresti,208905,Diesel,19000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-m-sport-ID7HqZqZ.html
BMW Seria 3 320d Aut.,1995,190,2019,Giurgiu,217000,Diesel,19000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-ID7Hxuxb.html
BMW Seria 3,1796,113,1990,Timis,84300,Benzina,19000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HywEi.html
BMW Seria 3 330e Aut. Sport Line,1998,184,2018,Dolj,105000,Hibrid Plug-In,19000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-sport-line-ID7HzTUz.html
BMW Seria 3 320d M Sport,1995,190,2019,Dolj,163000,Diesel,19490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-m-sport-ID7HB4fP.html
BMW Seria 3 320i GT AT,1998,184,2017,Sibiu,180500,Benzina,19500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-at-ID7HxXiN.html
BMW Seria 3 318d Aut.,1995,150,2019,Suceava,138300,Diesel,19500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HBz0Z.html
BMW Seria 3 330d xDrive AT M Sport,2993,258,2016,Bucuresti,105000,Diesel,19500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-xdrive-at-m-sport-ID7HBnjP.html
BMW Seria 3 320i GT Aut. M Sport,1998,184,2018,Bucuresti,149900,Benzina,19700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-aut-m-sport-ID7HAaZG.html
BMW Seria 3,1998,184,2020,Bucuresti,63551,Benzina,19750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HA0iJ.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Brasov,194143,Diesel,19899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HB6WC.html
BMW Seria 3 318d AT MHEV,1995,150,2020,Brasov,209948,Diesel,19899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7HB7k2.html
BMW Seria 3 320i xDrive AT,1998,184,2019,Ilfov,127358,Benzina,19990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HByQc.html
BMW Seria 3 320d Touring xDrive Aut. Advantage,1995,190,2021,Bucuresti,146000,Diesel,19990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-advantage-ID7HBsYZ.html
BMW Seria 3,1995,150,2020,Brasov,140000,Diesel,19998,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hx1wK.html
BMW Seria 3 320d AT MHEV,1995,190,2021,Arges,183877,Diesel,19999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HyLNW.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2021,Arges,199999,Diesel,19999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HBnhF.html
BMW Seria 3 320i Touring Aut. Edition Luxury Line Purity,1998,184,2020,Prahova,150000,Benzina,19999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-edition-luxury-line-purity-ID7Hy1Lz.html
BMW Seria 3 318d Luxury Line,1995,150,2020,Bucuresti,96700,Diesel,20000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-luxury-line-ID7HvK8k.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,190,2017,Bucuresti,60000,Diesel,20000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7Hts6r.html
BMW Seria 3 320d GT xDrive AT,1995,190,2019,Bucuresti,109000,Diesel,20300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7Hyt8B.html
BMW Seria 3 318i Aut. Luxury Line,1998,156,2021,Prahova,163000,Benzina,20300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-luxury-line-ID7HB2Jr.html
BMW Seria 3,1995,190,2017,Bucuresti,149000,Diesel,20450,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAe0a.html
BMW Seria 3 330e AT PHEV,1998,184,2017,Satu Mare,103817,Hibrid Plug-In,20500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HBtvq.html
BMW Seria 3 320d AT MHEV,1995,190,2019,Ialomita,293663,Diesel,20500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HAYzK.html
BMW Seria 3,1998,184,2020,Bucuresti,185000,Hibrid Plug-In,20550,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBeDl.html
BMW Seria 3 318d Aut.,1995,150,2020,Timis,161301,Diesel,20650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HvVBO.html
BMW Seria 3 320i AT,1998,184,2019,Ilfov,109331,Benzina,20800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HBBpc.html
BMW Seria 3 320d GT xDrive AT,1995,190,2019,Bucuresti,141786,Diesel,20899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7HAuTj.html
BMW Seria 3 320d Touring xDrive Aut.,1995,190,2020,Bucuresti,170543,Diesel,20900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-ID7HBrTN.html
BMW Seria 3 320d AT MHEV,1995,190,2020,Constanta,99000,Diesel,20950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HBCuG.html
BMW Seria 3 320d AT MHEV,1995,190,2020,Ialomita,167000,Diesel,21000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HAaUp.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2020,Arges,243000,Diesel,21400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hx3RG.html
BMW Seria 3 320i AT,1998,184,2020,Ilfov,126000,Benzina,21500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7Htl0D.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2018,Constanta,113000,Diesel,21500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HAvzw.html
BMW Seria 3,1995,150,2019,Arges,153000,Diesel,21500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HwFZG.html
BMW Seria 3 318d GT Aut. Sport Line,1995,150,2019,Constanta,188200,Diesel,21658,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-gt-aut-sport-line-ID7HxxKD.html
BMW Seria 3 318d Touring Aut. Sport Line,1995,150,2023,Ilfov,215000,Diesel,21750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-sport-line-ID7HAsbn.html
BMW Seria 3 320d xDrive AT Standard,1995,190,2019,Dolj,125000,Diesel,21750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-standard-ID7HyCx0.html
BMW Seria 3 320d GT Aut. M Sport,1995,190,2020,Cluj,199700,Diesel,21750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-aut-m-sport-ID7HBBzL.html
BMW Seria 3 330e Aut. Sport Line,1998,184,2019,Dolj,190135,Hibrid Plug-In,21799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-sport-line-ID7HwE07.html
BMW Seria 3,1995,190,2017,Sibiu,88000,Diesel,21800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBj1G.html
BMW Seria 3 320d xDrive AT,1995,190,2019,Bucuresti,73500,Diesel,21890,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HBLrd.html
BMW Seria 3 318d AT MHEV,1995,150,2021,Brasov,170185,Diesel,21896,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7HB78G.html
BMW Seria 3,1995,190,2018,Galati,69000,Diesel,21900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBBD4.html
BMW Seria 3 320d xDrive GT Aut. M Sport,1995,190,2019,Iasi,124000,Diesel,21990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-m-sport-ID7HydpT.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2020,Arges,199000,Diesel,21990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HzKXq.html
BMW Seria 3 330d GT xDrive AT M Sport,2993,258,2016,Maramures,157000,Diesel,21999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-gt-xdrive-at-m-sport-ID7HAyja.html
BMW Seria 3 320d xDrive AT,1995,190,2019,Iasi,155000,Diesel,22000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HzLep.html
BMW Seria 3 320d Touring xDrive Aut. Sport Line,1995,190,2018,Timis,155936,Diesel,22100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-sport-line-ID7HydTr.html
BMW Seria 3 320d xDrive GT Aut. Luxury Line,1995,190,2018,Timis,163000,Diesel,22100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-aut-luxury-line-ID7HAxHC.html
BMW Seria 3 318d Aut.,1995,150,2019,Ilfov,151300,Diesel,22449,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7Hx5Eh.html
BMW Seria 3 318d MHEV,1995,150,2020,Ilfov,120711,Diesel,22489,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-mhev-ID7HzKzE.html
BMW Seria 3,1995,150,2021,Iasi,265000,Diesel,22490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB0ey.html
BMW Seria 3 318i Aut. Sport Line,1998,156,2020,Ilfov,111042,Benzina,22550,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-sport-line-ID7HydP8.html
BMW Seria 3 320i GT xDrive AT,1998,184,2019,Bucuresti,96660,Benzina,22610,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-xdrive-at-ID7HnCfp.html
BMW Seria 3 320i GT xDrive AT,1998,184,2019,Bucuresti,88904,Benzina,22610,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-xdrive-at-ID7HnCfd.html
BMW Seria 3 320i AT,1998,184,2020,Ilfov,163100,Benzina,22610,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HlPIw.html
BMW Seria 3 330e Aut. Advantage,1998,184,2021,Ilfov,144550,Hibrid Plug-In,22750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-advantage-ID7HBMRp.html
BMW Seria 3 320d Touring Aut. Sport Line,1995,190,2020,Botosani,181228,Diesel,22799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HBh8o.html
BMW Seria 3 318d Aut.,1995,150,2022,Ilfov,186393,Diesel,22849,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HtY8D.html
BMW Seria 3 318d Aut. Advantage,1995,150,2019,Arges,159200,Diesel,22899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-advantage-ID7HrTrV.html
BMW Seria 3 316d AT MHEV,1995,122,2021,Ilfov,124000,Diesel,22900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-at-mhev-ID7HBjlr.html
BMW Seria 3,1995,190,2019,Cluj,232000,Diesel,22900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBLO4.html
BMW Seria 3 318d Touring Aut. Sport Line,1995,150,2023,Ilfov,147000,Diesel,22900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-sport-line-ID7Hywc4.html
BMW Seria 3 320d AT MHEV,1995,190,2019,Galati,194000,Diesel,22900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HAWJ2.html
BMW Seria 3 316d AT,1995,122,2020,Ilfov,111547,Diesel,22949,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-at-ID7HvrJ4.html
BMW Seria 3,1998,156,2020,Constanta,132511,Benzina,22990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HByl8.html
BMW Seria 3 318i AT,1998,156,2021,Bucuresti,127284,Benzina,22990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-at-ID7HBEgE.html
BMW Seria 3 330e iPerformance AT Standard,1998,184,2019,Ilfov,93000,Hibrid,23000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-iperformance-at-standard-ID7HAxB1.html
BMW Seria 3 320d GT xDrive AT,1995,190,2019,Sibiu,85000,Diesel,23000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7Hmyo7.html
BMW Seria 3 318d Touring Aut. M Sport,1995,150,2021,Ilfov,152254,Diesel,23086,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-m-sport-ID7HpnDP.html
BMW Seria 3 318i Aut.,1998,156,2022,Hunedoara,92000,Benzina,23100,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-aut-ID7HwpFP.html
BMW Seria 3,1998,184,2021,Ilfov,219500,Benzina,23395,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAY1O.html
BMW Seria 3 320d Aut. Sport Line,1995,190,2019,Bucuresti,193800,Diesel,23443,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-sport-line-ID7HBLu3.html
BMW Seria 3 318d AT MHEV,1995,150,2020,Ilfov,113502,Diesel,23489,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7HtjNy.html
BMW Seria 3 318i Touring Aut. M Sport,1499,136,2019,Bucuresti,79963,Benzina,23490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-m-sport-ID7HABiw.html
BMW Seria 3 320i Touring Aut.,1998,184,2019,Bucuresti,144247,Benzina,23490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-ID7Hzs4v.html
BMW Seria 3,1995,143,2021,Ilfov,177442,Diesel,23490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HzRcy.html
BMW Seria 3,1998,184,2019,Suceava,193000,Hibrid,23499,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBEwI.html
BMW Seria 3 320d Touring Aut. Sport Line,1995,190,2020,Timis,138000,Diesel,23500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-aut-sport-line-ID7HBEMJ.html
BMW Seria 3 320d xDrive GT Sport-Aut. M Sport,1995,190,2019,Ilfov,96000,Diesel,23500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-gt-sport-aut-m-sport-ID7HpyAl.html
BMW Seria 3 330e AT PHEV,1998,184,2019,Bucuresti,116000,Hibrid Plug-In,23600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HxYcj.html
BMW Seria 3 320i Touring Aut. M Sport,1998,184,2019,Olt,200000,Benzina,23750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-m-sport-ID7HAzre.html
BMW Seria 3 320i AT,1998,184,2021,Bucuresti,140300,Benzina,23750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HBMUa.html
BMW Seria 3 318d Aut. Advantage,1995,150,2020,Bucuresti,109700,Diesel,23799,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-advantage-ID7HwzOE.html
BMW Seria 3 320d xDrive AT,1995,190,2019,Valcea,110000,Diesel,23800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HpkCe.html
BMW Seria 3,1995,150,2020,Bucuresti,84000,Diesel,23900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HACbg.html
BMW Seria 3 318d Touring Aut.,1995,150,2020,Bucuresti,84124,Diesel,23900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-touring-aut-ID7HysIG.html
BMW Seria 3 320i AT,1998,184,2020,Constanta,136000,Benzina,23900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HAB2v.html
BMW Seria 3 318d Aut.,1995,150,2020,Bucuresti,75880,Diesel,23900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-ID7HBuOz.html
BMW Seria 3,1995,190,2020,Brasov,96742,Diesel,23900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAwK7.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,109380,Diesel,23989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HAn1A.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2021,Bucuresti,115115,Diesel,23989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HAmVz.html
BMW Seria 3 320d xDrive AT Luxury Line,1995,190,2019,Ilfov,176000,Diesel,23990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-luxury-line-ID7Hwun6.html
BMW Seria 3 318i Touring Aut.,1998,156,2021,Bucuresti,76899,Benzina,23990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-ID7HAByz.html
BMW Seria 3 320i GT Aut. Luxury Line,1998,184,2020,Bucuresti,210000,Benzina,24000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-aut-luxury-line-ID7HBtvl.html
BMW Seria 3 320i AT,1998,184,2020,Bucuresti,155500,Benzina,24000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HvJwi.html
BMW Seria 3 320d AT MHEV,1995,190,2021,Dambovita,162000,Diesel,24276,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7HAvan.html
BMW Seria 3,1995,150,2021,Bucuresti,189000,Diesel,24300,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxdP6.html
BMW Seria 3 330i AT,1998,258,2019,Bucuresti,119421,Benzina,24490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-at-ID7HAwLA.html
BMW Seria 3 320i AT,1998,184,2020,Bucuresti,58000,Benzina,24500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HBlhe.html
BMW Seria 3 330e AT PHEV,1998,184,2019,Brasov,139000,Hibrid Plug-In,24500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7Hy6O9.html
BMW Seria 3 320d Aut. xDrive Luxury Line,1995,190,2019,Maramures,155000,Diesel,24500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-xdrive-luxury-line-ID7HqjbF.html
BMW Seria 3 320d xDrive AT,1995,190,2019,Ilfov,253200,Diesel,24600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HBMmY.html
BMW Seria 3 320d GT xDrive AT,1995,190,2018,Ilfov,68900,Diesel,24600,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-gt-xdrive-at-ID7HyudF.html
BMW Seria 3,1995,190,2021,Bucuresti,178000,Diesel,24650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBEZn.html
BMW Seria 3 320i Touring Aut. M Sport,1998,184,2019,Bucuresti,116416,Benzina,24690,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-m-sport-ID7HAA5c.html
BMW Seria 3 330e Aut. Sport Line,1998,184,2021,Constanta,118000,Hibrid Plug-In,24800,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-sport-line-ID7HxEKB.html
BMW Seria 3 320d AT MHEV,1995,190,2022,Bucuresti,99518,Diesel,24900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7Hvp1H.html
BMW Seria 3 330e AT PHEV,1998,184,2019,Bucuresti,156000,Hibrid Plug-In,24900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HAzCU.html
BMW Seria 3 320d xDrive Aut. Sport Line,1995,190,2020,Bucuresti,115600,Diesel,24900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-sport-line-ID7HBtEA.html
BMW Seria 3 320d Touring xDrive Aut. Advantage,1995,190,2020,Sibiu,124200,Diesel,24900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-advantage-ID7HyOd3.html
BMW Seria 3 318i AT,1998,156,2021,Arges,105275,Benzina,24980,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-at-ID7HAjwV.html
BMW Seria 3 320d xDrive AT M Sport,1995,190,2020,Ilfov,187602,Diesel,24990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-m-sport-ID7HvqgW.html
BMW Seria 3 320i AT,1998,184,2020,Bucuresti,103957,Benzina,24990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HzRsb.html
BMW Seria 3 318i Touring Aut.,1998,156,2021,Bucuresti,114150,Benzina,24990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-touring-aut-ID7HzRAb.html
BMW Seria 3 330e AT PHEV,1998,184,2022,Ilfov,173500,Hibrid Plug-In,25000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7HBDMn.html
BMW Seria 3,1995,150,2020,Bucuresti,204000,Diesel,25000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAtFs.html
BMW Seria 3 320i AT,1998,184,2019,Iasi,139000,Benzina,25489,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-at-ID7HquZS.html
BMW Seria 3 316d AT MHEV,1995,122,2021,Bucuresti,98244,Diesel,25490,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-316d-at-mhev-ID7HBlsC.html
BMW Seria 3,1995,190,2020,Arges,151934,Diesel,25500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HtEvK.html
BMW Seria 3 335d xDrive AT M Sport,2993,313,2013,Olt,182000,Diesel,25500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-335d-xdrive-at-m-sport-ID7HziKx.html
BMW Seria 3 330e Aut. Luxury Line,1998,184,2020,Alba,98000,Hibrid Plug-In,25700,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-luxury-line-ID7HBKOI.html
BMW Seria 3 318d Aut. Luxury Line,1995,150,2019,Arges,98050,Diesel,25897,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-luxury-line-ID7HrBg0.html
BMW Seria 3,1998,184,2021,Cluj,90000,Benzina,25900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HyBlv.html
BMW Seria 3 330e Aut.,1998,184,2019,Iasi,65600,Hibrid Plug-In,25950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-aut-ID7HBmrv.html
BMW Seria 3,1995,150,2020,Bucuresti,56477,Diesel,25950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HB468.html
BMW Seria 3 320d xDrive AT,1995,190,2020,Braila,150700,Diesel,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7Hyuw7.html
BMW Seria 3 320i Touring Aut.,1998,184,2020,Bucuresti,91209,Benzina,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-ID7HAwLm.html
BMW Seria 3 330e Touring Aut.,1998,184,2022,Bucuresti,125112,Hibrid Plug-In,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-aut-ID7HAByw.html
BMW Seria 3 330e Touring Aut. Advantage,1998,184,2022,Prahova,64525,Hibrid Plug-In,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-touring-aut-advantage-ID7HAAYQ.html
BMW Seria 3 330d Touring Aut.,2993,286,2020,Bucuresti,148590,Diesel,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-touring-aut-ID7Hxg9n.html
BMW Seria 3,1998,184,2021,Constanta,112825,Hibrid Plug-In,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HyGcl.html
BMW Seria 3 320i Touring Aut. M Sport,1998,184,2020,Bucuresti,124305,Benzina,25990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-touring-aut-m-sport-ID7HBfPS.html
BMW Seria 3 320d xDrive Aut. Luxury Line,1995,190,2021,Bucuresti,119500,Diesel,25999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-luxury-line-ID7HABXC.html
BMW Seria 3 318d Aut. Luxury Line,1995,150,2020,Ilfov,74868,Diesel,26000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-aut-luxury-line-ID7HA1u4.html
BMW Seria 3,1998,184,2022,Ilfov,171366,Hibrid Plug-In,26168,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBEvg.html
BMW Seria 3 320d xDrive AT Advantage,1995,190,2020,Ilfov,84997,Diesel,26348,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-advantage-ID7Hxgac.html
BMW Seria 3 320d xDrive AT Sport Line,1995,190,2020,Buzau,188000,Diesel,26400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-sport-line-ID7HBLSB.html
BMW Seria 3 330e AT PHEV,1998,184,2021,Bucuresti,75395,Hibrid Plug-In,26400,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-at-phev-ID7Hx5nz.html
BMW Seria 3 320i GT Aut. M Sport,1998,184,2020,Bucuresti,142000,Benzina,26750,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-gt-aut-m-sport-ID7HAVAr.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2022,Arges,198150,Diesel,26789,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBgNO.html
